dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Na-English-Chinese-French,page_19,2,54,xv,exact,1288,1309,Na,Na:16,1288:1309,ə˩pʰo˩-bv̩˥ | lo˧ ʝi˧,ə˩pʰo˩-bv̩˥ | lo˧ ʝi˧
Na-English-Chinese-French,page_19,2,55,xe,compact,1310,1430,English-Latin,English-Latin:94,1310:1430,to work outside the household: to help other families (in particular for harvesting); to go and look for work in a city,to work outside the household: to help other families (in particular for harvesting); to go and look for work in a city
Na-English-Chinese-French,page_19,2,56,xn,compact,1431,1467,Chinese-Han,Chinese-Han:30,1431:1467,在外边工作：去帮别人家的忙（特别是收庄稼的时候），或者到城市里面打工,在外边工作：去帮别人家的忙（特别是收庄稼的时候），或者到城市里面打工
Na-English-Chinese-French,page_19,2,57,xr,compact,1468,1591,French-Latin,French-Latin:99,1468:1591,travailler à l’extérieur; aider d’autres familles (par exemple pour la récolte) ; aussi : aller chercher du travail à la ville,"travailler à l’extérieur, aider d’autres familles (par exemple pour la récolte) ; aussi : aller chercher du travail à la ville"
Na-English-Chinese-French,page_19,3,58,lx,exact,1592,1602,Na,Na:9,1592:1602,ɑ˩pʰo˩-hĩ˩,ɑ˩pʰo˩-hĩ˩
Na-English-Chinese-French,page_19,3,59,ph,exact,1604,1615,Na-IPA,Na-IPA:10,1604:1615,ɑ˩pʰo˩-hĩ˩˥,ɑ˩pʰo˩-hĩ˩˥
Na-English-Chinese-French,page_19,3,60,lc,compact,1617,1625,Na-Latin,Na-Latin:6,1617:1625,apo-hin,apo-hin
Na-English-Chinese-French,page_19,3,61,ps,exact,1626,1630,English-Latin,English-Latin:4,1626:1630,noun,NOUN
Na-English-Chinese-French,page_19,3,62,np,exact,1631,1638,English-Latin,English-Latin:5,1631:1638,tone: l,Tone: L
Na-English-Chinese-French,page_19,3,63,ge,exact,1639,1674,English-Latin,English-Latin:29,1639:1674,outsiders; strangers; other people.,Outsiders; strangers; other people.
Na-English-Chinese-French,page_19,3,64,gn,compact,1675,1696,Chinese-Han,Chinese-Han:17,1675:1696,外人，别人。当地人称从外地来的人为“外人”。,外人，别人。当地人称从外地来的人为“外人”。
Na-English-Chinese-French,page_19,3,65,gr,compact,1699,1754,French-Latin,French-Latin:45,1699:1754,quelqu’un d’autre ; une personne extérieure à la famille.,Quelqu’un d’autre ; une personne extérieure à la famille.
Na-English-Chinese-French,page_19,4,66,lx,exact,1756,1764,Na,Na:8,1756:1764,ɑ˩pʰv̩˧˥,ɑ˩pʰv̩˧˥
Na-English-Chinese-French,page_19,4,67,ph,exact,1766,1774,Na-IPA,Na-IPA:8,1766:1774,ɑ˩pʰv̩˧˥,ɑ˩pʰv̩˧˥
Na-English-Chinese-French,page_19,4,68,lc,exact,1776,1779,Na-Latin,Na-Latin:3,1776:1779,apu,apu
Na-English-Chinese-French,page_19,4,69,ps,exact,1780,1784,English-Latin,English-Latin:4,1780:1784,verb,VERB
Na-English-Chinese-French,page_19,4,70,np,exact,1785,1797,English-Latin,English-Latin:9,1785:1797,tone: lm+mh#,Tone: LM+MH#
Na-English-Chinese-French,page_19,4,71,ge,exact,1798,1816,English-Latin,English-Latin:13,1798:1816,to belch; to burp.,"To belch, to burp."
Na-English-Chinese-French,page_19,4,72,gn,exact,1817,1821,Chinese-Han,Chinese-Han:4,1817:1821,打饱嗝儿,打饱嗝儿
Na-English-Chinese-French,page_19,4,73,gr,exact,1822,1828,French-Latin,French-Latin:5,1822:1828,roter.,Roter.
Na-English-Chinese-French,page_19,5,74,lx,exact,1829,1837,Na,Na:7,1829:1837,ɑ˩pʰv̩#˥,ɑ˩pʰv̩#˥
Na-English-Chinese-French,page_19,5,75,ph,exact,1839,1846,Na-IPA,Na-IPA:7,1839:1846,ɑ˩pʰv̩˥,ɑ˩pʰv̩˥
Na-English-Chinese-French,page_19,5,76,lc,exact,1848,1851,Na-Latin,Na-Latin:3,1848:1851,opu,opu
Na-English-Chinese-French,page_19,5,77,ps,exact,1852,1856,English-Latin,English-Latin:4,1852:1856,noun,NOUN
Na-English-Chinese-French,page_19,5,78,np,exact,1857,1869,English-Latin,English-Latin:8,1857:1869,tone: lm +#h,Tone: LM +#H
Na-English-Chinese-French,page_19,5,79,ge,exact,1870,1889,English-Latin,English-Latin:15,1870:1889,gander; male goose.,Gander; male goose.
Na-English-Chinese-French,page_19,5,80,gn,exact,1890,1892,Chinese-Han,Chinese-Han:2,1890:1892,公鹅,公鹅
Na-English-Chinese-French,page_19,5,81,gr,compact,1893,1912,French-Latin,French-Latin:14,1893:1912,jars : mâle de l’oie.,Jars : mâle de l’oie.
Na-English-Chinese-French,page_19,5,82,nt,exact,230,259,English-Latin,English-Latin:22;Na-IPA:3,230:259,commonly used classifier: mi˩,Commonly used classifier: mi˩
Na-English-Chinese-French,page_19,6,83,lx,exact,1948,1953,Na,Na:5,1948:1953,ɑ˩ʁo˧,ɑ˩ʁo˧
Na-English-Chinese-French,page_19,6,84,ph,exact,1955,1960,Na-IPA,Na-IPA:5,1955:1960,ɑ˩ʁo˥,ɑ˩ʁo˥
Na-English-Chinese-French,page_19,6,85,lc,exact,1962,1965,Na-Latin,Na-Latin:3,1962:1965,awo,awo
Na-English-Chinese-French,page_19,6,86,ps,exact,1966,1970,English-Latin,English-Latin:4,1966:1970,noun,NOUN
Na-English-Chinese-French,page_19,6,87,np,exact,1971,1979,English-Latin,English-Latin:6,1971:1979,tone: lm,Tone: LM
Na-English-Chinese-French,page_19,6,88,ge,exact,1980,2012,English-Latin,English-Latin:25,1980:2012,home; central room in the house.,"Home, central room in the house."
Na-English-Chinese-French,page_19,6,89,gn,exact,2013,2017,Chinese-Han,Chinese-Han:3,2013:2017,家、家里,家、家里
Na-English-Chinese-French,page_19,6,90,gr,compact,2018,2058,French-Latin,French-Latin:32,2018:2058,le foyer; la pièce principale ; la maison.,"Le foyer, la pièce principale ; la maison."
Na-English-Chinese-French,page_19,6,91,xv,exact,2062,2072,Na,Na:8,2062:2072,ɑ˩ʁo˧-hĩ#˥,ɑ˩ʁo˧-hĩ#˥
Na-English-Chinese-French,page_19,6,92,xe,compact,2073,2151,English-Latin,English-Latin:61,2073:2151,members of the family; family members (who live under the same roof); lineage,"members of the family, family members (who live under the same roof), lineage"
Na-English-Chinese-French,page_19,6,93,xn,compact,2152,2163,Chinese-Han,Chinese-Han:9,2152:2163,家人（住在一起的家人）,家人（住在一起的家人）
Na-English-Chinese-French,page_19,6,94,xr,compact,2165,2257,French-Latin,French-Latin:72,2165:2257,la maisonnée; les gens de la famille (proche : ceux qui habitent sous le même toit); la lignée,"la maisonnée, les gens de la famille (proche : ceux qui habitent sous le même toit), la lignée"
Na-English-Chinese-French,page_19,6,95,xv,exact,2260,2269,Na,Na:9,2260:2269,ɑ˩ʁo˧=ɻæ˩,ɑ˩ʁo˧=ɻæ˩
Na-English-Chinese-French,page_19,6,96,xe,compact,2270,2340,English-Latin,English-Latin:57,2270:2340,the members of the family; the family group (living under the same roof),"the members of the family, the family group (living under the same roof)"
Na-English-Chinese-French,page_19,6,97,xn,compact,2342,2356,Chinese-Han,Chinese-Han:11,2342:2356,家人、家族（住在一起的家人）,家人、家族（住在一起的家人）
Na-English-Chinese-French,page_19,6,98,xr,exact,2165,2201,French-Latin,French-Latin:29,2165:2201,la maisonnée; les gens de la famille,"la maisonnée, les gens de la famille"
Na-English-Chinese-French,page_19,6,99,xv,exact,2399,2411,Na,Na:9,2399:2411,njɤ˧ | ɑ˩ʁo˧,njɤ˧ | ɑ˩ʁo˧
Na-English-Chinese-French,page_19,6,100,xe,exact,2412,2429,English-Latin,English-Latin:13,2412:2429,my home; my house,"my home, my house"
Na-English-Chinese-French,page_19,6,101,xn,exact,2430,2432,Chinese-Han,Chinese-Han:2,2430:2432,我家,我家
Na-English-Chinese-French,page_19,6,102,xr,exact,2433,2453,French-Latin,French-Latin:16,2433:2453,mon foyer; ma maison,"mon foyer, ma maison"
Na-English-Chinese-French,page_19,6,103,xv,exact,2456,2472,Na,Na:13,2456:2472,njɤ˧ | ɑ˩ʁo˧=ɻ̍˩,njɤ˧ | ɑ˩ʁo˧=ɻ̍˩
Na-English-Chinese-French,page_19,6,104,xe,exact,2473,2502,English-Latin,English-Latin:22,2473:2502,my family; my lineage; my kin,"my family, my lineage, my kin"
Na-English-Chinese-French,page_19,6,105,xn,exact,2503,2507,Chinese-Han,Chinese-Han:4,2503:2507,我的家族,我的家族
Na-English-Chinese-French,page_19,6,106,xr,exact,2508,2529,French-Latin,French-Latin:17,2508:2529,ma famille; ma lignée,"ma famille, ma lignée"
Na-English-Chinese-French,page_19,6,107,xv,exact,2532,2543,Na,Na:8,2532:2543,no˧ | ɑ˩ʁo˧,no˧ | ɑ˩ʁo˧
Na-English-Chinese-French,page_19,6,108,xe,exact,2544,2565,English-Latin,English-Latin:17,2544:2565,your home; your house,"your home, your house"
Na-English-Chinese-French,page_19,6,109,xn,exact,2566,2568,Chinese-Han,Chinese-Han:2,2566:2568,你家,你家
Na-English-Chinese-French,page_19,6,110,xr,exact,2569,2589,French-Latin,French-Latin:16,2569:2589,ton foyer; ta maison,"ton foyer, ta maison"
Na-English-Chinese-French,page_19,6,111,xv,exact,2592,2601,Na,Na:8,2592:2601,ɑ˩ʁo˧ ʝi˧,ɑ˩ʁo˧ ʝi˧
Na-English-Chinese-French,page_19,6,112,xe,compact,2602,2782,English-Latin,English-Latin:145,2602:2782,to take care of the household; to look after the affairs of the family (in particular: distributing work to the various members; and ensuring that the supplies are not running low),"to take care of the household, to look after the affairs of the family (in particular: distributing work to the various members, and ensuring that the supplies are not running low)"
Na-English-Chinese-French,page_19,6,113,xn,compact,2784,2807,Chinese-Han,Chinese-Han:18,2784:2807,在家里做事情、管家（如：分配工作、做家务事等）,在家里做事情、管家（如：分配工作、做家务事等）
Na-English-Chinese-French,page_19,6,114,xr,compact,2809,2943,French-Latin,French-Latin:110,2809:2943,gérer la maisonnée; s’occuper de la famille (tâche de la personne qui répartit les travaux à accomplir; veille aux approvisionnements…),"gérer la maisonnée, s’occuper de la famille (tâche de la personne qui répartit les travaux à accomplir, veille aux approvisionnements…)"
Na-English-Chinese-French,page_19,6,115,nt,exact,2948,2977,English-Latin,English-Latin:22;Na-IPA:3,2948:2977,commonly used classifier: ɭɯ˧,Commonly used classifier: ɭɯ˧
Nahuatl-French,page_74,0,0,gn,exact,38,158,French-Latin,French-Latin:95,38:158,des raisons; des arguments en faveur d'une chose; célébrer en les racontant; en les chantant; les exploits de quelqu'un.,"des raisons, des arguments en faveur d'une chose; célébrer en les racontant, en les chantant, les exploits de quelqu'un."
Nahuatl-French,page_74,0,1,mr,exact,163,172,Nahuatl-Latin,Nahuatl-Latin:7,163:172,cen; teca,"cen, teca"
Nahuatl-French,page_74,1,2,lx,exact,174,186,Nahuatl-Latin,Nahuatl-Latin:12,174:186,centecochtli,CENTECOCHTLI
Nahuatl-French,page_74,1,3,va,exact,190,202,Nahuatl-Latin,Nahuatl-Latin:12,190:202,centecuchtli,CENTECUCHTLI
Nahuatl-French,page_74,1,4,ps,exact,204,206,French-Latin,French-Latin:1,204:206,s.,s.
Nahuatl-French,page_74,1,5,gn,exact,207,245,French-Latin,French-Latin:28,207:245,une tige de plante; laitue; chou; etc.,"Une tige de plante; laitue, chou, etc."
Nahuatl-French,page_74,1,6,mr,exact,250,263,Nahuatl-Latin,Nahuatl-Latin:11,250:263,ce; tecochtli,"ce, tecochtli"
Nahuatl-French,page_74,2,7,lx,exact,265,276,Nahuatl-Latin,Nahuatl-Latin:11,265:276,centeconetl,CENTECONETL
Nahuatl-French,page_74,2,8,ps,exact,278,280,French-Latin,French-Latin:1,278:280,s.,s.
Nahuatl-French,page_74,2,9,gn,exact,281,307,French-Latin,French-Latin:20,281:307,un fils; une fille unique.,"Un fils, une fille unique."
Nahuatl-French,page_74,2,10,mr,exact,312,327,Nahuatl-Latin,Nahuatl-Latin:13,312:327,centetl; conetl,"centetl, conetl"
Nahuatl-French,page_74,3,11,lx,exact,329,341,Nahuatl-Latin,Nahuatl-Latin:12,329:341,centecpantli,CENTECPANTLI
Nahuatl-French,page_74,3,12,ps,exact,343,350,French-Latin,French-Latin:4,343:350,adj. n.,adj. n.
Nahuatl-French,page_74,3,13,gn,compact,351,400,French-Latin,French-Latin:42,351:400,vingt (maisons; pierres et toutes choses inanimées);,"Vingt (maisons, pierres et toutes choses inanimées);"
Nahuatl-French,page_74,3,14,lt,exact,409,431,French-Latin,French-Latin:17,409:431,une rangée; un groupe.,"une rangée, un groupe."
Nahuatl-French,page_74,3,15,pl,exact,438,450,Nahuatl-Latin,Nahuatl-Latin:12,438:450,centecpantin,centecpantin
Nahuatl-French,page_74,3,16,un,exact,450,519,French-Latin,French-Latin:53,450:519,(pour les êtres animés); vingt personnes; vingt têtes de bétail; etc.,"(pour les êtres animés), vingt personnes, vingt têtes de bétail, etc."
Nahuatl-French,page_74,3,17,mr,exact,524,535,Nahuatl-Latin,Nahuatl-Latin:9,524:535,ce; tecpana,"ce, tecpana"
Nahuatl-French,page_74,4,18,lx,exact,537,549,Nahuatl-Latin,Nahuatl-Latin:12,537:549,centecpanuia,CENTECPANUIA
Nahuatl-French,page_74,4,19,pd,exact,554,566,Nahuatl-Latin,Nahuatl-Latin:12,554:566,ocentecpanui,ocentecpanui
Nahuatl-French,page_74,4,20,if,exact,568,572,Nahuatl-Latin,Nahuatl-Latin:4,568:572,nite,nite
Nahuatl-French,page_74,4,21,gn,exact,575,641,French-Latin,French-Latin:55,575:641,avoir de fréquentes relations avec une femme; la posséder souvent.,"avoir de fréquentes relations avec une femme, la posséder souvent."
Nahuatl-French,page_74,4,22,mr,exact,646,661,Nahuatl-Latin,Nahuatl-Latin:13,646:661,centeca; panuia,"centeca, panuia"
Nahuatl-French,page_74,5,23,lx,exact,663,678,Nahuatl-Latin,Nahuatl-Latin:15,663:678,centectlapixque,CENTECTLAPIXQUE
Nahuatl-French,page_74,5,24,ps,exact,680,688,French-Latin,French-Latin:5,680:688,s. plur.,s. plur.
Nahuatl-French,page_74,5,25,so,exact,688,695,French-Latin,French-Latin:4,688:695,(clav.),(Clav.)
Nahuatl-French,page_74,5,26,gn,compact,697,765,French-Latin,French-Latin:56,697:765,commissaires chargés de surveiller et de prévenir les magis-trats.,Commissaires chargés de surveiller et de prévenir les magis-trats.
Nahuatl-French,page_74,5,27,mr,exact,771,789,Nahuatl-Latin,Nahuatl-Latin:16,771:789,centeca; tlapixqui,"centeca, tlapixqui"
Nahuatl-French,page_74,6,28,lx,exact,791,803,Nahuatl-Latin,Nahuatl-Latin:12,791:803,centecuchtli,CENTECUCHTLI
Nahuatl-French,page_74,6,29,cf,exact,810,822,Nahuatl-Latin,Nahuatl-Latin:12,810:822,centecochtli,Centecochtli
Nahuatl-French,page_74,7,30,lx,exact,824,834,Nahuatl-Latin,Nahuatl-Latin:10,824:834,centecutli,CENTECUTLI
Nahuatl-French,page_74,7,31,ps,exact,836,838,French-Latin,French-Latin:1,836:838,s.,s.
Nahuatl-French,page_74,7,32,gn,exact,839,874,French-Latin,French-Latin:28,839:874,un escadron; un peloton de soldats.,"Un escadron, un peloton de soldats."
Nahuatl-French,page_74,7,33,mr,exact,879,890,Nahuatl-Latin,Nahuatl-Latin:9,879:890,ce; tecutli,"ce, tecutli"
Nahuatl-French,page_74,8,34,lx,exact,892,903,Nahuatl-Latin,Nahuatl-Latin:11,892:903,centelchiua,CENTELCHIUA
Nahuatl-French,page_74,8,35,pd,exact,908,919,Nahuatl-Latin,Nahuatl-Latin:11,908:919,ocentelchiu,ocentelchiu
Nahuatl-French,page_74,8,36,sn,structural,,,meta,,,1,1
Nahuatl-French,page_74,8,37,if,exact,922,926,Nahuatl-Latin,Nahuatl-Latin:4,922:926,nite,nite
Nahuatl-French,page_74,8,38,gn,compact,929,983,French-Latin,French-Latin:43,929:983,mépriser; dédaigner; repousser tout à fait quelqu'un.,"mépriser, dédaigner, repousser tout à fait quelqu'un."
Nahuatl-French,page_74,8,39,sn,structural,,,meta,,,2,2
Nahuatl-French,page_74,8,40,if,exact,985,990,Nahuatl-Latin,Nahuatl-Latin:5,985:990,nitla,nitla
Nahuatl-French,page_74,8,41,gn,exact,993,1019,French-Latin,French-Latin:21,993:1019,rejeter une chose; renier.,"rejeter une chose, renier."
Nahuatl-French,page_74,8,42,mr,exact,1024,1038,Nahuatl-Latin,Nahuatl-Latin:11,1024:1038,cen; telchiua.,"cen, telchiua."
Nahuatl-French,page_74,9,43,lx,exact,1039,1054,Nahuatl-Latin,Nahuatl-Latin:15,1039:1054,centelchiualoni,CENTELCHIUALONI
Nahuatl-French,page_74,9,44,ps,exact,1056,1063,French-Latin,French-Latin:4,1056:1063,adj. v.,adj. v.
Nahuatl-French,page_74,9,45,gn,exact,1064,1075,French-Latin,French-Latin:10,1064:1075,méprisable;,Méprisable;
Nahuatl-French,page_74,9,46,xv,compact,1076,1111,Nahuatl-Latin,Nahuatl-Latin:30,1076:1111,in tlatlacolli ca centelchiualoni,in tlatlacolli ca centelchiualoni
Nahuatl-French,page_74,9,47,so,exact,1111,1117,French-Latin,French-Latin:3,1111:1117,(par.),(Par.)
Nahuatl-French,page_74,9,48,xn,compact,1119,1162,French-Latin,French-Latin:34,1119:1162,le péché est exécrable; doit être détesté.,"le péché est exécrable, doit être détesté."
Nahuatl-French,page_74,9,49,mr,exact,1167,1178,Nahuatl-Latin,Nahuatl-Latin:11,1167:1178,centelchiua,centelchiua
Nahuatl-French,page_74,10,50,lx,exact,1180,1187,Nahuatl-Latin,Nahuatl-Latin:7,1180:1187,centema,CENTEMA
Nahuatl-French,page_74,10,51,pd,exact,1192,1199,Nahuatl-Latin,Nahuatl-Latin:7,1192:1199,ocenten,ocenten
Nahuatl-French,page_74,10,52,if,exact,1201,1206,Nahuatl-Latin,Nahuatl-Latin:5,1201:1206,nitla,nitla
Nahuatl-French,page_74,10,53,gn,compact,1209,1254,French-Latin,French-Latin:37,1209:1254,amasser; rassembler des choses quelque part.,"amasser, rassembler des choses quelque part."
Nahuatl-French,page_74,10,54,mr,exact,1260,1270,Nahuatl-Latin,Nahuatl-Latin:7,1260:1270,cen; tema.,"cen, tema."
Nahuatl-French,page_74,11,55,lx,exact,1271,1281,Nahuatl-Latin,Nahuatl-Latin:10,1271:1281,centemilli,CENTEMILLI
Nahuatl-French,page_74,11,56,ps,exact,1283,1285,French-Latin,French-Latin:1,1283:1285,s.,s.
Nahuatl-French,page_74,11,57,gn,exact,1286,1299,French-Latin,French-Latin:11,1286:1299,une semaille.,Une semaille.
Nahuatl-French,page_74,11,58,mr,exact,1304,1319,Nahuatl-Latin,Nahuatl-Latin:12,1304:1319,centetl; milli.,"centetl, milli."
Nahuatl-French,page_74,12,59,lx,exact,1320,1331,Nahuatl-Latin,Nahuatl-Latin:11,1320:1331,centenamitl,CENTENAMITL
Nahuatl-French,page_74,12,60,ps,exact,1333,1335,French-Latin,French-Latin:1,1333:1335,s.,s.
Nahuatl-French,page_74,12,61,gn,exact,1336,1359,French-Latin,French-Latin:19,1336:1359,un escadron de soldats.,Un escadron de soldats.
Nahuatl-French,page_74,12,62,mr,exact,1364,1377,Nahuatl-Latin,Nahuatl-Latin:10,1364:1377,ce; tenamitl.,"ce, tenamitl."
Nahuatl-French,page_74,13,63,lx,exact,1378,1391,Nahuatl-Latin,Nahuatl-Latin:13,1378:1391,centeneualoca,CENTENEUALOCA
Nahuatl-French,page_74,13,64,ps,exact,1393,1398,French-Latin,French-Latin:2,1393:1398,s. v.,s. v.
Nahuatl-French,page_74,13,65,gn,compact,1399,1459,French-Latin,French-Latin:34;Nahuatl-Latin:14,1399:1459,employé en comp. icen-teneualoca; son projet; sa résolution.,"employé en comp. icen-teneualoca, son projet, sa résolution."
Nahuatl-French,page_74,13,66,mr,exact,1465,1477,Nahuatl-Latin,Nahuatl-Latin:9,1465:1477,cen; teneua.,"cen, teneua."
Nahuatl-French,page_74,14,67,lx,exact,1478,1487,Nahuatl-Latin,Nahuatl-Latin:9,1478:1487,cententli,CENTENTLI
Nahuatl-French,page_74,14,68,ps,exact,1489,1491,French-Latin,French-Latin:1,1489:1491,s.,s.
Nahuatl-French,page_74,14,69,gn,exact,1492,1503,French-Latin,French-Latin:9,1492:1503,une parole;,Une parole;
Nahuatl-French,page_74,14,70,xv,partial,1504,1580,Nahuatl-Latin,Nahuatl-Latin:58,1504:1507;1508:1513;1514:1516;1525:1529;1531:1533;1534:1546;1547:1557;1558:1568;1569:1571;1572:1580,nic-cuepa in mihyo-tzin; in motlatoltzin ycententli ycencamatl in popoloni,"nic-cuepa in mihyo-tzin, in motlatoltzin ycententli ycencamatl in popoloni"
Nahuatl-French,page_74,14,71,so,exact,1580,1586,French-Latin,French-Latin:3,1580:1586,(olm.),(Olm.)
Nahuatl-French,page_74,14,72,xn,exact,1588,1637,French-Latin,French-Latin:39,1588:1637,je réponds à ton discours par une parole de muet.,je réponds à ton discours par une parole de muet.
Nahuatl-French,page_74,14,73,mr,exact,1642,1653,Nahuatl-Latin,Nahuatl-Latin:8,1642:1653,ce; tentli.,"ce, tentli."
Nahuatl-French,page_74,15,74,lx,exact,1654,1662,Nahuatl-Latin,Nahuatl-Latin:8,1654:1662,centeotl,CENTEOTL
Nahuatl-French,page_74,15,75,ps,exact,1664,1666,French-Latin,French-Latin:1,1664:1666,s.,s.
Nahuatl-French,page_74,15,76,so,exact,1666,1673,French-Latin,French-Latin:4,1666:1673,(clav.),(Clav.)
Nahuatl-French,page_74,15,77,gn,compact,1675,2251,French-Latin,French-Latin:366;Nahuatl-Latin:105,1675:2251,déesse de la terre et du maïs; adorée principalement chez les totonaques. suivant le degré de maturité du maïs; elle était encore appelée tsinteotl; xilonen; iztacacenteotl et tlatlauhqui centeotl; ou bien tonacayohua; qui nous nourrit; etc. les mexicains lui avaient consacré cinq temples et célébraient trois fêtes en son honneur : la première; au commencement du mois huetozoztli; la deuxième; au commencement du mois hueitecuilhuitl; la troisième; à la fin du mois ochpaniztli. c'était aussi la déesse des lapidaires; qui célébraient sa fête vers le milieu du mois teotleco.,"Déesse de la terre et du maïs, adorée principalement chez les Totonaques. Suivant le degré de maturité du maïs, elle était encore appelée Tsinteotl, Xilonen, Iztacacenteotl et Tlatlauhqui Centeotl, ou bien Tonacayohua, qui nous nourrit; etc. Les Mexicains lui avaient consacré cinq temples et célébraient trois fêtes en son honneur : la première, au commencement du mois huetozoztli; la deuxième, au commencement du mois hueitecuilhuitl; la troisième, à la fin du mois ochpaniztli. C'était aussi la déesse des lapidaires, qui célébraient sa fête vers le milieu du mois teotleco."
Nahuatl-French,page_74,15,78,mr,exact,2257,2271,Nahuatl-Latin,Nahuatl-Latin:11,2257:2271,centli; teotl.,"centli, teotl."
Nahuatl-French,page_74,16,79,lx,exact,2272,2283,Nahuatl-Latin,Nahuatl-Latin:11,2272:2283,centequilia,CENTEQUILIA
Nahuatl-French,page_74,16,80,pd,exact,2288,2299,Nahuatl-Latin,Nahuatl-Latin:11,2288:2299,ocentequili,ocentequili
Nahuatl-French,page_74,16,81,if,exact,2301,2306,Nahuatl-Latin,Nahuatl-Latin:5,2301:2306,ticto,ticto
Nahuatl-French,page_74,16,82,gn,exact,2309,2363,French-Latin,French-Latin:42,2309:2363,être tous du même avis; avoir la même manière de voir.,"être tous du même avis, avoir la même manière de voir."
Nahuatl-French,page_74,16,83,mr,exact,2368,2382,Nahuatl-Latin,Nahuatl-Latin:11,2368:2382,cen; tequilia.,"cen, tequilia."
Nahuatl-French,page_74,17,84,lx,exact,2383,2391,Nahuatl-Latin,Nahuatl-Latin:8,2383:2391,centetia,CENTETIA
Nahuatl-French,page_74,17,85,pd,token,2396,2428,Nahuatl-Latin,Nahuatl-Latin:26,2396:2406;2408:2417;2421:2428,ocentetiac; ocentetix; ocentet;,"ocentetiac, ocentetix, ocentet,"
Nahuatl-French,page_74,17,86,ps,exact,2430,2435,French-Latin,French-Latin:2,2430:2435,v. n.,v. n.
Nahuatl-French,page_74,17,87,gn,exact,2436,2474,French-Latin,French-Latin:28,2436:2474,être unis; s'entendre; ne faire qu'un;,"Être unis, s'entendre, ne faire qu'un;"
Nahuatl-French,page_74,17,88,xv,exact,2475,2495,Nahuatl-Latin,Nahuatl-Latin:17,2475:2495,centetia in toyollo;,"centetia in toyollo,"
Nahuatl-French,page_74,17,89,xn,exact,2496,2534,French-Latin,French-Latin:30,2496:2534,nous nous aimons; nos cœurs sont unis;,"nous nous aimons, nos cœurs sont unis;"
Nahuatl-French,page_74,17,90,xv,compact,2535,2557,Nahuatl-Latin,Nahuatl-Latin:18,2535:2557,cen-tetia in intlatol;,"cen-tetia in intlatol,"
Nahuatl-French,page_74,17,91,xn,exact,2559,2581,French-Latin,French-Latin:17,2559:2581,ils sont du même avis;,ils sont du même avis;
Nahuatl-French,page_74,17,92,xv,exact,2582,2607,Nahuatl-Latin,Nahuatl-Latin:21,2582:2607,amo centetia in totlatol;,"amo centetia in totlatol,"
Nahuatl-French,page_74,17,93,xn,exact,2608,2680,French-Latin,French-Latin:57,2608:2680,nous ne nous entendons point; notre manière de penser n'est pas la même;,"nous ne nous entendons point, notre manière de penser n'est pas la même;"
Nahuatl-French,page_74,17,94,xv,exact,2681,2703,Nahuatl-Latin,Nahuatl-Latin:19,2681:2703,çan acentetia itlatol;,"çan acentetia itlatol,"
Nahuatl-French,page_74,17,95,xn,exact,2704,2724,French-Latin,French-Latin:17,2704:2724,il parle faussement;,il parle faussement;
Nahuatl-French,page_74,17,96,xv,exact,2725,2748,Nahuatl-Latin,Nahuatl-Latin:20,2725:2748,çan acentetia tetlatol;,"çan acentetia tetlatol,"
Nahuatl-French,page_74,17,97,xn,exact,2749,2799,French-Latin,French-Latin:39,2749:2799,c'est de la fourberie; de la duplicité de langage;,"c'est de la fourberie, de la duplicité de langage;"
Nahuatl-French,page_74,17,98,lt,exact,2806,2853,French-Latin,French-Latin:34,2806:2853,la parole des gens n'est pas la même; une; etc.,"la parole des gens n'est pas la même, une, etc."
Nahuatl-French,page_74,17,99,mr,exact,2857,2865,Nahuatl-Latin,Nahuatl-Latin:7,2857:2865,centetl.,centetl.
Nahuatl-French,page_74,18,100,lx,exact,2866,2876,Nahuatl-Latin,Nahuatl-Latin:10,2866:2876,centetilia,CENTETILIA
Nahuatl-French,page_74,18,101,pd,exact,2881,2891,Nahuatl-Latin,Nahuatl-Latin:10,2881:2891,ocentetili,OCENTETILI
Nahuatl-French,page_74,18,102,sn,structural,,,meta,,,1,1
Nahuatl-French,page_74,18,103,if,exact,2893,2895,Nahuatl-Latin,Nahuatl-Latin:2,2893:2895,mo,mo
Nahuatl-French,page_74,18,104,gn,exact,2898,2985,French-Latin,French-Latin:66,2898:2985,se réunir; se former en un tout; faire un ensemble; se mettre en boule; en peloton; etc,"se réunir, se former en un tout, faire un ensemble, se mettre en boule, en peloton, etc"
Nahuatl-French,page_74,18,105,sn,structural,,,meta,,,2,2
Nahuatl-French,page_74,18,106,if,exact,2987,2992,Nahuatl-Latin,Nahuatl-Latin:5,2987:2992,nitla,Nitla
Nahuatl-French,page_74,18,107,gn,exact,2995,3045,French-Latin,French-Latin:41,2995:3045,joindre diverses choses et n'en faire qu'une seule,joindre diverses choses et n'en faire qu'une seule
Nahuatl-French,page_74,18,108,mr,exact,3050,3058,Nahuatl-Latin,Nahuatl-Latin:8,3050:3058,centetia,centetia
Nahuatl-French,page_74,19,109,lx,exact,3060,3071,Nahuatl-Latin,Nahuatl-Latin:11,3060:3071,centetitiuh,CENTETITIUH
Nahuatl-French,page_74,19,110,pd,exact,3076,3087,Nahuatl-Latin,Nahuatl-Latin:11,3076:3087,ocentetitia,ocentetitia
